prompt,entity,status,color,number,location,paint,culture,hand,face,gender,illogical
fairy cottage with smoke coming up chimney and a squirrel looking from the window,"('cottage', 'smoke', 'chimney', 'squirrel', 'window')",1,0,1,1,0,0,0,0,0,0
feeling,"('feeling',)",0,0,0,0,0,0,0,0,0,0
Fibonacci number,"('Fibonacci number',)",0,0,0,0,0,0,0,0,0,0
fire,"('fire',)",0,0,0,0,0,0,0,0,0,0
fireworks above the Parthenon,"('fireworks', 'Parthenon')",0,0,0,1,0,0,0,0,0,0
five chairs,"('chairs',)",0,0,1,0,0,0,0,0,0,0
five frosted glass bottles,"('bottles',)",0,0,1,0,0,0,0,0,0,0
five green peppers to the right of two red onions,"('peppers', 'onions')",0,1,1,1,0,0,0,0,0,0
five red balls,"('balls',)",0,1,1,0,0,0,0,0,0,0
five red balls on a table,"('balls', 'table')",0,1,1,1,0,0,0,0,0,0
food,"('food',)",0,0,0,0,0,0,0,0,0,0
force,"('force',)",0,0,0,0,0,0,0,0,0,0
Four cats surrounding a dog,"('cats', 'dog')",1,0,1,1,0,0,0,0,0,0
Four deer surrounding a moose.,"('deer', 'moose')",1,0,1,1,0,0,0,0,0,0
Four dragons surrounding a dinosaur,"('dragons', 'dinosaur')",0,0,1,1,0,0,0,0,0,2
four green glass bottles,"('bottles',)",0,1,1,0,0,0,0,0,0,0
four owls standing on a telephone wire,"('owls', 'telephone wire')",1,0,1,1,0,0,0,0,0,0
four people riding in a convertible car,"('people', 'car')",1,0,1,1,0,0,0,2,0,0
four teacups surounding a kettle,"('teacups', 'kettle')",1,0,1,1,0,0,0,0,0,0
four wine bottles,"('bottles',)",0,0,1,0,0,0,0,0,0,0
G I G G L E painted in thick colorful lettering as graffiti on a faded red brick wall with a splotch of exploding white paint.,"('lettering', 'graffiti', 'wall', 'paint', 'G I G G L E')",0,2,1,1,1,0,0,0,0,0
Gandalf saying you shall not pass,"('Gandalf',)",1,0,0,0,0,0,0,2,0,0
gender,"('gender',)",0,0,0,0,0,0,0,0,0,0
Golden Gate bridge on the surface of Mars,"('bridge', 'Mars')",0,0,0,1,0,0,0,0,0,2
golden ratio,"('golden ratio',)",0,0,0,0,0,0,0,0,0,0
graffiti of a funny dog on a street wall,"('graffiti', 'dog', 'wall')",0,0,1,1,1,0,0,0,0,0
graffiti of a rocket ship on a brick wall,"('graffiti', 'rocket ship', 'wall')",0,0,1,1,1,0,0,0,0,0
graffiti spelling BE KIND on white subway tile,"('graffiti', 'tile', 'BE KIND')",1,1,0,1,1,0,0,0,0,0
gravity,"('gravity',)",0,0,0,0,0,0,0,0,0,0
Greek statue of a man comforting a cat. The cat has a big head. The man looks angry.,"('statue', 'man', 'cat', 'head')",1,0,1,0,0,1,0,2,2,0
Ground view of the Great Pyramids and Sphinx on the moon's surface. The back of an astronaut is in the foreground. The planet Earth looms in the sky.,"('view', 'Pyramids', 'Sphinx', 'moon', 'surface', 'back', 'astronaut', 'Earth', 'sky')",0,0,1,1,0,0,0,0,0,2
Ha Long Bay,"('Ha Long Bay',)",0,0,0,0,0,0,0,0,0,0
happiness,"('happiness',)",0,0,0,0,0,0,0,0,0,0
hate,"('hate',)",0,0,0,0,0,0,0,0,0,0
"high-contrast image of the word ""WOMBAT"" written with thick colored graffiti letters on a white wall with dramatic splashes of paint","('image', 'wall', 'paint', 'WOMBAT')",1,2,1,1,1,0,0,0,0,0
Hokusai's version of Animal Farm,"('Animal Farm',)",0,0,0,0,1,0,0,0,0,0
hope,"('hope',)",0,0,0,0,0,0,0,0,0,0
"Horses pulling a carriage on the moon's surface, with the Statue of Liberty and Great Pyramid in the background. The Planet Earth can be seen in the sky.","('Horses', 'carriage', 'moon', 'surface', 'Statue of Liberty', 'Pyramid', 'background', 'Earth', 'sky')",1,0,1,1,0,0,0,0,0,2
Icon of a red heart,"('heart', 'Icon')",0,1,1,0,0,0,0,0,0,0
imaginary numbers,"('numbers',)",0,0,0,0,0,0,0,0,0,0
Incomprehensibilities,"('Incomprehensibilities',)",0,0,0,0,0,0,0,0,0,0
inertia,"('inertia',)",0,0,0,0,0,0,0,0,0,0
infinity,"('infinity',)",0,0,0,0,0,0,0,0,0,0
insight,"('insight',)",0,0,0,0,0,0,0,0,0,0
inspiration,"('inspiration',)",0,0,0,0,0,0,0,0,0,0
intelligence,"('intelligence',)",0,0,0,0,0,0,0,0,0,0
Jupiter rises on the horizon.,"('Jupiter', 'horizon')",1,0,0,1,0,0,0,0,0,2
life,"('life',)",0,0,0,0,0,0,0,0,0,0
"light and happiness throughout and finding its way to every corner of the world, abstract oil painting","('way', 'corner', 'world', 'painting', 'light')",0,0,0,0,1,0,0,0,0,0
lily pads,"('lily pads',)",0,0,0,0,0,0,0,0,0,0
long shards of a broken mirror reflecting the eyes of a great horned owl,"('shards', 'mirror', 'eyes', 'owl')",1,0,1,0,0,0,0,0,0,0
love,"('love',)",0,0,0,0,0,0,0,0,0,0
Mars rises on the horizon.,"('Mars', 'horizon')",1,0,0,1,0,0,0,0,0,2
Mary gave the child the dog bit a Band-Aid.,"('Mary', 'child', 'dog', 'Band-Aid')",0,0,1,0,0,0,2,2,0,0
matching socks,"('socks',)",0,0,0,0,0,0,0,0,0,0
matching socks with cute cats on them,"('socks', 'cats')",0,0,1,1,0,0,0,0,0,0
meaning of life,"('meaning', 'life')",0,0,0,0,0,0,0,0,0,0
metal,"('metal',)",0,0,0,0,0,0,0,0,0,0
molecule,"('molecule',)",0,0,0,0,0,0,0,0,0,0
motion,"('motion',)",0,0,0,0,0,0,0,0,0,0
Oil painting generated by artificial intelligence,"('painting', 'artificial intelligence')",0,0,0,0,1,0,0,0,0,0
"Oil painting of a giant robot made of sushi, holding chopsticks.","('painting', 'robot', 'sushi', 'chopsticks')",1,0,1,1,1,0,2,2,0,0
"Oil-on-canvas painting of a blue night sky with roiling energy. A fuzzy and bright yellow crescent moon shining at the top. Below the exploding yellow stars and radiating swirls of blue, a distant village sits quietly on the right. Connecting earth and sky is a flame-like cypress tree with curling and swaying branches on the left. A church spire rises as a beacon over rolling blue hills","('painting', 'sky', 'energy', 'crescent moon', 'stars', 'swirls', 'village', 'earth', 'tree', 'branches', 'church', 'spire', 'beacon', 'hills')",1,1,1,1,1,0,0,0,0,0
one child on a couch,"('child', 'couch')",0,0,1,1,0,0,0,2,0,0
One morning I chased an elephant in my pajamas,"('elephant', 'pajamas')",0,0,1,1,0,0,0,2,0,2
orange jello,"('jello',)",0,1,0,0,0,0,0,0,0,0
orange jello in the shape of a man,"('jello', 'man')",0,0,1,0,0,0,0,0,0,0
orange juice,"('orange juice',)",0,0,0,0,0,0,0,0,0,0
overhead view of three people looking down at the street from the top of a tall building,"('view', 'people', 'street', 'building')",1,0,1,1,0,0,0,2,0,0
panda mad scientist,"('panda', 'scientist')",0,0,0,0,0,0,0,0,0,2
panda mad scientist mixing sparkling chemicals,"('panda', 'scientist', 'chemicals')",1,1,0,0,0,0,0,0,0,2
"panda mad scientist mixing sparkling chemicals, high-contrast painting","('scientist', 'chemicals', 'panda')",1,1,0,0,1,0,0,0,0,0
parallel lines,"('parallel lines',)",0,0,0,0,0,0,0,0,0,0
peace,"('peace',)",0,0,0,0,0,0,0,0,0,0
people packed on a double-decker bus,"('people', 'people packed on a double-decker bus')",0,0,1,1,0,0,0,2,0,0
Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,"('Photograph', 'wall', 'street', 'mural', 'foxes', 'band')",0,0,1,1,1,0,0,0,0,0
Pneumonoultramicroscopicsilicovolcanoconiosis,"('Pneumonoultramicroscopicsilicovolcanoconiosis',)",0,0,0,0,0,0,0,0,0,0
Portrait of a gecko wearing a train conductor��s hat and holding a flag that has a yin-yang symbol on it. Charcoal.,"('Portrait', 'gecko', 'hat', 'flag', 'yin-yang symbol')",1,0,1,1,1,0,0,0,0,0
Portrait of a gecko wearing a train conductor��s hat and holding a flag that has a yin-yang symbol on it. Child's crayon drawing.,"('Portrait', 'gecko', 'hat', 'flag', 'drawing', 'yin-yang symbol')",1,0,1,1,1,0,0,0,0,0
Portrait of a gecko wearing a train conductor��s hat and holding a flag that has a yin-yang symbol on it. Chinese ink.,"('Portrait', 'gecko', 'hat', 'flag', 'yin-yang symbol')",1,0,1,1,1,0,0,0,0,0
Portrait of a gecko wearing a train conductor��s hat and holding a flag that has a yin-yang symbol on it. Comic.,"('Portrait', 'gecko', 'hat', 'flag', 'yin-yang symbol')",1,0,1,1,1,0,0,0,0,0
Portrait of a gecko wearing a train conductor��s hat and holding a flag that has a yin-yang symbol on it. Marble statue.,"('Portrait', 'gecko', 'hat', 'flag', 'yin-yang symbol', 'statue')",1,0,1,1,0,0,0,0,0,0
Portrait of a gecko wearing a train conductor��s hat and holding a flag that has a yin-yang symbol on it. Oil on canvas.,"('Portrait', 'gecko', 'hat', 'flag', 'yin-yang symbol')",1,0,1,1,1,0,0,0,0,0
Portrait of a gecko wearing a train conductor��s hat and holding a flag that has a yin-yang symbol on it. Photograph.,"('Portrait', 'gecko', 'hat', 'flag', 'yin-yang symbol', 'Photograph')",1,0,1,1,0,0,0,0,0,2
Portrait of a gecko wearing a train conductor��s hat and holding a flag that has a yin-yang symbol on it. Watercolor.,"('Portrait', 'gecko', 'hat', 'flag', 'yin-yang symbol')",1,0,1,1,1,0,0,0,0,0
Portrait of a gecko wearing a train conductor��s hat and holding a flag that has a yin-yang symbol on it. Woodcut.,"('Portrait', 'gecko', 'hat', 'flag', 'yin-yang symbol', 'Woodcut')",1,0,1,1,0,0,0,0,0,0
Portrait of a tiger wearing a train conductor's hat and holding a skateboard that has a yin-yang symbol on it. charcoal sketch,"('Portrait', 'tiger', 'hat', 'skateboard', 'symbol')",0,0,1,1,1,0,0,0,0,0
Portrait of a tiger wearing a train conductor's hat and holding a skateboard that has a yin-yang symbol on it. child's crayon drawing,"('Portrait', 'tiger', 'hat', 'skateboard', 'symbol', 'drawing')",0,0,1,1,1,0,0,0,0,0
Portrait of a tiger wearing a train conductor's hat and holding a skateboard that has a yin-yang symbol on it. Chinese ink and wash painting,"('Portrait', 'tiger', 'hat', 'skateboard', 'symbol', 'painting', 'tiger')",0,0,1,1,1,1,0,0,0,0
Portrait of a tiger wearing a train conductor's hat and holding a skateboard that has a yin-yang symbol on it. color ink-and-wash drawing,"('Portrait', 'tiger', 'hat', 'skateboard', 'symbol', 'drawing')",0,2,1,1,1,0,0,0,0,0
Portrait of a tiger wearing a train conductor's hat and holding a skateboard that has a yin-yang symbol on it. comic book illustration,"('Portrait', 'tiger', 'hat', 'skateboard', 'symbol', 'illustration')",1,0,1,1,1,0,0,0,0,0
Portrait of a tiger wearing a train conductor's hat and holding a skateboard that has a yin-yang symbol on it. marble statue,"('Portrait', 'tiger', 'hat', 'skateboard', 'symbol', 'statue')",1,0,1,1,0,0,0,0,0,0
Portrait of a tiger wearing a train conductor's hat and holding a skateboard that has a yin-yang symbol on it. oil painting,"('Portrait', 'tiger', 'hat', 'skateboard', 'symbol', 'painting')",1,0,1,1,1,0,0,0,0,0
Portrait of a tiger wearing a train conductor's hat and holding a skateboard that has a yin-yang symbol on it. photograph,"('Portrait', 'tiger', 'hat', 'skateboard', 'symbol', 'photograph')",1,0,1,1,0,0,0,0,0,2
Portrait of a tiger wearing a train conductor's hat and holding a skateboard that has a yin-yang symbol on it. woodcut,"('Portrait', 'tiger', 'hat', 'skateboard', 'symbol', 'woodcut')",1,0,1,1,0,0,0,0,0,0
"portrait of a well-dressed raccoon, oil painting in the style of Rembrandt","('portrait', 'raccoon', 'painting')",0,0,1,0,1,0,0,0,0,0
protein,"('protein',)",0,0,0,0,0,0,0,0,0,0
purple lego dollhouse with a pool and a swing,"('lego dollhouse', 'pool', 'swing')",0,1,1,0,0,0,0,0,0,0
red and yellow balloons hanging from a ceiling fan,"('balloons', 'ceiling fan')",1,1,1,1,0,0,0,0,0,0
red apples on a tree with green leaves,"('apples', 'tree', 'leaves')",0,1,1,1,0,0,0,0,0,0
red balls,"('balls',)",0,1,0,0,0,0,0,0,0,0
"Renaissance portrayals of the Virgin Mary, seated in a loggia. Behind her is a hazy and seemingly isolated landscape imagined by the artist and painted using sfumato.","('portrayals', 'Virgin Mary', 'loggia', 'landscape')",1,0,1,1,1,1,0,2,1,0
robots,"('robots',)",0,0,0,0,0,0,0,0,0,0
robots meditating,"('robots',)",1,0,0,0,0,0,0,0,0,2
robots meditating in a vipassana retreat,"('robots', 'vipassana retreat')",1,0,1,1,0,0,0,0,0,2
Salvador Dal��,"('Salvador Dal��',)",0,0,0,0,0,0,0,2,0,0
Salvador Dal�� with a robotic half face,"('Salvador Dal��', 'face')",0,0,1,0,0,0,0,2,0,2
Saturn rises on the horizon.,"('Saturn', 'horizon')",1,0,0,1,0,0,0,0,0,2
scraps of paper drifting in the wind,"('scraps of paper', 'wind')",1,0,0,1,0,0,0,0,0,0
several lily pads without frogs,"('lily pads', 'frogs')",0,0,1,0,0,0,0,0,0,0
several people putting their hands on a basketball,"('people', 'hands', 'basketball')",0,0,1,1,0,0,2,2,0,0
several red lego blocks and one blue one,"('lego blocks',)",0,1,1,0,0,0,0,0,0,0
Siberian husky playing the piano.,"('husky', 'piano')",1,0,0,0,0,1,0,0,0,2
side view of a brown horse wearing a saddle. the number 55 is stamped in white on its rear flank.,"('view', 'horse', 'saddle', '55', 'flank')",1,1,1,1,0,0,0,0,0,0
slices of avocado on a piece of toast,"('avocado', 'toast')",0,0,1,1,0,0,0,0,0,0
slices of mango on a piece of toast,"('mango', 'toast')",0,0,1,1,0,0,0,0,0,0
sneakers,"('sneakers',)",0,0,0,0,0,0,0,0,0,0
snow covering the Great Pyramid,"('snow', 'Pyramid')",1,0,0,0,0,0,0,0,0,0
Snow mountain and tree reflection in the lake,"('Snow mountain', 'tree', 'reflection', 'lake')",0,0,0,1,0,0,0,0,0,0
space,"('space',)",0,0,0,0,0,0,0,0,0,0
square blue apples on a tree with circular yellow leaves,"('apples', 'leaves', 'tree')",0,1,1,1,0,0,0,0,0,2
square red apples on a tree with circular green leaves,"('apples', 'leaves', 'tree')",0,1,1,1,0,0,0,0,0,2
Sunset over the sea,"('Sunset', 'sea')",0,0,0,1,0,0,0,0,0,0
Sunset over the skyline of a city,"('Sunset', 'skyline', 'city')",0,0,1,1,0,0,0,0,0,0
supercalifragilisticexpialidocious,"('supercalifragilisticexpialidocious',)",0,0,0,0,0,0,0,0,0,0
Superman shaking hands with Spiderman,"('Superman', 'hands', 'Spiderman')",1,0,0,0,0,0,2,2,0,2
Taj Mahal with its reflection. detailed charcoal sketch.,"('Taj Mahal', 'reflection')",0,0,0,0,1,0,0,0,0,0
tall buildings seen through a window with rain on it,"('buildings', 'window', 'rain')",0,0,1,1,0,0,0,0,0,0
teacup,"('teacup',)",0,0,0,0,0,0,0,0,0,0
teacups surounding a kettle,"('teacups', 'kettle')",1,0,1,1,0,0,0,0,0,0
ten children on a couch,"('children', 'couch')",0,0,1,1,0,0,0,2,0,0
ten red apples,"('apples',)",0,1,1,0,0,0,0,0,0,0
ten triangles and five squares on a black background,"('triangles', 'squares', 'background')",0,1,1,1,0,0,0,0,0,0
ten wine bottles,"('bottles',)",0,0,1,0,0,0,0,0,0,0
"The 1970s logo for a london-area football club called ""The Rumbury Wanderers""","('logo', 'club', 'The Rumbury Wanderers')",0,0,1,0,0,1,0,0,0,0
The Alamo,"('Alamo',)",0,0,0,0,0,0,0,0,0,0
The Alamo with bright white clouds above it,"('The Alamo', 'clouds')",0,1,0,1,0,0,0,0,0,0
the back of a violin,"('back', 'violin')",0,0,1,0,0,0,0,0,0,0
the Beatles crossing Abbey road,"('Beatles', 'Abbey road')",1,0,0,0,0,0,0,2,0,0
The buildings of downtown Manhattan situated at below Mount Everest. The Great Pyramid is in the foreground.,"('buildings', 'downtown', 'Mount Everest', 'Pyramid')",0,0,0,1,0,1,0,0,0,2
the city of London,"('London',)",0,0,0,0,0,0,0,0,0,0
the city of London on Mars,"('city', 'Mars')",0,0,0,1,0,1,0,0,0,2
the city of London on the moon,"('city', 'moon')",0,0,0,1,0,1,0,0,0,2
The coach smiled at the player tossed the frisbee,"('coach', 'player', 'frisbee')",0,0,0,0,0,0,2,2,0,0
The collision of two black holes in the center of a galaxy.,"('collision', 'black holes', 'galaxy')",0,1,1,1,0,0,0,0,0,0
the cover of a book about gardening,"('book', 'gardening', 'cover')",0,0,1,0,0,0,0,0,0,0
the cover of a book called 'Backpropaganda' by I.C. Gradients,"('cover', 'book', 'I.C. Gradients', 'Backpropaganda')",0,0,1,0,0,0,0,0,0,0
the cover of The Beatle's album Revolver,"('cover', 'album')",0,0,0,0,0,0,0,0,0,0
"The dog chased the cat, which ran up a tree. It waited at the bottom.","('dog', 'cat', 'tree')",0,0,1,1,0,0,0,0,0,0
"The dog chased the cat, which ran up a tree. It waited at the top.","('dog', 'cat', 'tree')",0,0,1,1,0,0,0,0,0,0
"the door of knowing, a portal brightly opening the way through darkness. abstract anime landscape oil painting.","('door', 'portal', 'painting', 'way')",1,1,1,0,1,0,0,0,0,0
the Earth,"('Earth',)",0,0,0,0,0,0,0,0,0,0
the Eiffel Tower,"('Eiffel Tower',)",0,0,0,0,0,0,0,0,0,0
the Eiffel Tower in a desert,"('Eiffel Tower', 'desert')",0,0,1,1,0,0,0,0,0,2
the Eiffel Tower in winter,"('Eiffel Tower',)",0,0,0,0,0,0,0,0,0,0
the Empire State Building,"('Empire State Building',)",0,0,0,0,0,0,0,0,0,0
the eye of the planet Jupiter,"('Jupiter', 'eye')",0,0,0,0,0,0,0,0,0,0
the eyes of an owl,"('eyes', 'owl')",0,0,1,0,0,0,0,0,0,0
the finale of a fireworks display,"('fireworks display',)",0,0,0,0,0,0,0,0,0,0
the flag of the United Kingdom painted in rusty corrugated iron,"('flag', 'iron')",0,0,0,0,0,1,0,0,0,0
The frog found itself in the newspaper,"('frog', 'newspaper')",0,0,0,1,0,0,0,0,0,2
the geyser Old Faithful,"('geyser',)",0,0,0,0,0,0,0,0,0,0
the grand canyon,"('canyon',)",0,0,0,0,0,0,0,0,0,0
the grand canyon on a cloudy day,"('canyon', 'cloudy day')",0,0,0,0,0,0,0,0,0,0
The Great Hypostyle Hall of Karnak. detailed charcoal sketch.,"('sketch', 'Hall')",0,0,0,0,1,1,0,0,0,0
the Great Pyramid,"('Great Pyramid',)",0,0,0,0,0,0,0,0,0,0
The Great Pyramid of Giza situated in front of Mount Everest,"('Pyramid', 'Mount Everest')",0,0,0,1,0,0,0,0,0,0
the Great Wall,"('Great Wall',)",0,0,0,0,0,0,0,0,0,0
the hands of a single person holding a basketball,"('hands', 'person', 'basketball')",1,0,1,1,0,0,2,2,0,0
The horse raced past the barn fell,"('horse', 'barn')",0,0,0,1,0,0,0,0,0,0
the International Space Station,"('Space Station',)",0,0,0,0,0,0,0,0,0,0
the International Space Station flying in front of the moon,"('Space Station', 'moon')",1,0,0,1,0,0,0,0,0,0
the Kremlin,"('Kremlin',)",0,0,0,0,0,0,0,0,0,0
the Kremlin at night,"('Kremlin',)",0,0,0,0,0,0,0,0,0,0
The large ball crashed right through the table because it was made of steel,"('ball', 'table', 'steel')",0,0,0,1,0,0,0,0,0,0
The large ball crashed right through the table because it was made of styrofoam,"('ball', 'table', 'styrofoam')",0,0,0,1,0,0,0,0,0,0
"the letters P A X forming a very simple outline of an elephant's shape.  the elephant is facing left. vector art, orange logo.","('P A X', 'outline', 'elephant', 'logo')",1,1,1,1,0,0,0,0,0,0
The man who whistles tunes pianos.,"('man', 'pianos')",1,0,0,0,0,0,2,2,2,0
the Millennium Wheel,"('Millennium Wheel',)",0,0,0,0,0,0,0,0,0,0
the Millennium Wheel in a snow storm,"('Millennium Wheel', 'snow storm')",0,0,1,1,0,0,0,0,0,0
The Millennium Wheel next to the Statue of Liberty. The Sagrada Familia church is also visible.,"('Millennium Wheel', 'Statue of Liberty', 'church')",0,0,0,1,0,0,0,2,1,0
the mona lisa,"('mona lisa',)",0,0,0,0,0,0,0,2,1,0
the Mona Lisa in the style of Minecraft,"('Mona Lisa', 'Minecraft')",0,0,0,0,0,0,0,2,1,0
the mona lisa wearing a cowboy hat and screaming a punk song into a microphone,"('mona lisa', 'hat', 'microphone')",0,0,1,1,0,0,0,2,1,0
the moon,"('moon',)",0,0,0,0,0,0,0,0,0,0
the moon with a smiling face,"('moon', 'smiling face')",0,0,1,0,0,0,0,0,0,2
The mouse the cat watches is jumping in the air.,"('mouse', 'cat', 'air')",1,0,0,1,0,0,0,0,0,0
The old man the boat.,"('old man', 'boat')",0,0,0,0,0,0,0,2,2,0
The Oriental Pearl,"('Oriental Pearl',)",0,0,0,0,0,0,0,0,0,0
The Oriental Pearl in Chinese painting,"('Oriental Pearl', 'painting')",0,0,0,0,1,0,0,0,0,0
The Oriental Pearl in oil painting,"('Oriental Pearl', 'painting')",0,0,0,1,1,0,0,0,0,0
The Oriental Pearl in sketch style,"('sketch', 'Oriental Pearl')",0,0,0,0,1,0,0,0,0,0
the Parthenon,"('Parthenon',)",0,0,0,0,0,0,0,0,0,0
the Parthenon in front of the Great Pyramid,"('Parthenon', 'Pyramid')",0,0,0,1,0,0,0,0,0,0
the planet Jupiter,"('Jupiter',)",0,0,0,0,0,0,0,0,0,0
The raft floated down the river sank.,"('raft', 'river')",1,0,0,1,0,0,0,0,0,0
The rat the cat the dog bit chased escaped.,"('rat', 'cat', 'dog')",0,0,0,0,0,0,0,0,0,0
"The Rosetta Stone lying on the ground, covered in snow.","('Rosetta Stone', 'ground', 'snow')",1,0,0,1,0,0,0,0,0,0
"the saying ""BE EXCELLENT TO EACH OTHER"" on a rough wall with a graffiti image of a green alien wearing a tuxedo.","('BE EXCELLENT TO EACH OTHER', 'wall', 'image', 'alien', 'tuxedo')",0,1,1,1,1,0,0,0,0,0
"The saying ""BE EXCELLENT TO EACH OTHER"" written in a stained glass window.","('""BE EXCELLENT TO EACH OTHER""', 'window')",0,2,1,1,0,0,0,0,0,0
"The saying ""BE EXCELLENT TO EACH OTHER"" written in faded paint on the hull of an old wooden boat and reflected in the water. Wide-angle lens.","('BE EXCELLENT TO EACH OTHER', 'paint', 'boat', 'water', 'Wide', 'hull')",0,0,1,1,0,0,0,0,0,0
"The saying ""BE EXCELLENT TO EACH OTHER"" written on a red brick wall with a graffiti image of a green alien wearing a tuxedo. A yellow fire hydrant is on a sidewalk in the foreground.","('BE EXCELLENT TO EACH OTHER', 'wall', 'image', 'alien', 'tuxedo', 'hydrant', 'sidewalk', 'foreground')",1,1,1,1,1,0,0,0,0,0
"The saying ""BE EXCELLENT TO EACH OTHER"" written with carved letters on driftwood.","('BE EXCELLENT TO EACH OTHER', 'letters', 'driftwood')",0,0,0,1,0,0,0,0,0,0
the saying 'do unto others as they would do unto you' written on a white background,"('saying', 'background', 'do unto others as they would do unto you')",0,1,1,1,0,0,0,0,0,0
The sculpture rolled off the shelf because it wasn't anchored,"('sculpture', 'shelf')",0,0,0,1,0,0,0,0,0,0
The sculpture rolled off the shelf because it wasn't level,"('sculpture', 'shelf')",0,0,0,1,0,0,0,0,0,0
the silhouette of an elephant,"('silhouette', 'elephant')",0,0,1,0,0,0,0,0,0,0
the silhouette of an elephant on the full moon,"('silhouette', 'elephant', 'moon')",0,0,1,1,0,0,0,0,0,2
the silhouette of the Milllenium Wheel at dusk,"('silhouette', 'dusk', 'Milllenium Wheel')",0,0,0,1,0,0,0,0,0,0
the skyline of New York City,"('skyline', 'City')",0,0,0,0,0,1,0,0,0,0
The Starry Night,"('Starry Night',)",0,0,0,0,0,0,0,0,0,0
The Statue of Liberty,"('Statue of Liberty',)",0,0,0,0,0,0,2,2,1,0
The Statue of Liberty in Minecraft,"('Statue of Liberty', 'Minecraft')",0,0,0,1,0,0,2,2,1,0
the statue of Liberty next to the Washington Monument,"('statue of Liberty', 'Monument')",0,0,0,1,0,1,2,2,1,0
The Statue of Liberty on a cloudy day,"('Statue of Liberty',)",0,0,0,0,0,0,2,2,1,0
The Statue of Liberty surrounded by helicopters,"('Statue of Liberty ', 'helicopters')",0,0,0,1,0,0,2,2,1,0
The Statue of Liberty with the face of an owl,"('The Statue of Liberty', 'owl')",0,0,1,0,0,0,0,2,0,2
The Statue of Liberty with the Manhattan skyline in the background.,"('Statue of Liberty', 'skyline')",0,0,1,1,0,1,0,2,1,0
the sun setting behind the Parthenon,"('sun setting', 'Parthenon')",0,0,0,1,0,0,0,0,0,0
The sunset on the beach is wonderful,"('sunset', 'beach')",0,0,0,1,0,0,0,0,0,0
the Sydney Opera House,"('Opera House',)",0,0,0,0,0,1,0,0,0,0
"the Sydney Opera House with the Eiffel tower sitting on the right, and Mount Everest rising above","('Opera House', 'Eiffel tower', 'Mount Everest')",1,0,1,1,0,1,0,0,0,2
the Taj Mahal at sunrise,"('sunrise', 'Taj Mahal')",0,0,0,0,0,0,0,0,0,0
The trophy doesn't fit into the brown suitcase because it's too large,"('trophy', 'suitcase')",0,1,0,0,0,0,0,0,0,0
The trophy doesn't fit into the brown suitcase because it's too small,"('trophy', 'suitcase')",0,1,0,0,0,0,0,0,0,0
the United States flag next to the flag of Texas,"('United States flag', 'flag of Texas')",0,0,0,1,0,1,0,0,0,0
the word 'mardefly' on a coffee mug,"('mardefly', 'mug')",0,0,1,1,0,0,0,0,0,0
the word 'START',"('START',)",0,0,0,0,0,0,0,0,0,0
the word 'START' on a blue t-shirt,"('START', 't-shirt')",0,1,1,1,0,0,0,0,0,0
the word 'START' written above the word 'SMILING',"(""START'"", 'SMILING')",0,0,0,1,0,0,0,0,0,0
the word 'START' written in chalk on a sidewalk,"('START', 'chalk', 'sidewalk')",0,0,1,1,0,0,0,0,0,0
the word 'START' written on a street surface,"('surface', 'START', 'street')",0,0,1,1,0,0,0,0,0,0
the words 'KEEP OFF THE GRASS',"('KEEP OFF THE GRASS',)",0,0,0,0,0,0,0,0,0,0
the words 'KEEP OFF THE GRASS' on a black sticker,"('KEEP OFF THE GRASS', 'sticker')",0,1,1,1,0,0,0,0,0,0
the words 'KEEP OFF THE GRASS' on a sign next to a lawn,"('KEEP OFF THE GRASS', 'sign', 'lawn')",0,0,1,1,0,0,0,0,0,0
the words 'KEEP OFF THE GRASS' written on a brick wall,"('KEEP OFF THE GRASS', 'wall')",0,0,1,1,0,0,0,0,0,0
three airplanes parked in a row at a terminal,"('airplanes', 'row', 'terminal')",0,0,1,1,0,0,0,0,0,0
three black cats standing next to two orange cats,"('cats',)",1,1,1,1,0,0,0,0,0,0
three chairs,"('chairs',)",0,0,1,0,0,0,0,0,0,0
three children on a couch,"('children', 'couch')",0,0,1,1,0,0,0,2,0,0
three elephants standing on top of each other,"('elephants',)",1,0,1,1,0,0,0,0,0,0
three green glass bottles,"('bottles',)",0,1,1,0,0,0,0,0,0,0
three green peppers,"('peppers',)",0,1,1,0,0,0,0,0,0,0
three pickup trucks piled on top of each other,"('trucks',)",0,0,1,1,0,0,0,0,0,0
three quarters view of a rusty old red pickup truck with white doors and a smashed windshield,"('view', 'truck', 'doors', 'windshield')",0,1,1,0,0,0,0,0,0,0
three red lego blocks,"('blocks',)",0,1,1,0,0,0,0,0,0,0
three small yellow boxes,"('boxes',)",0,1,1,0,0,0,0,0,0,0
three small yellow boxes on a large blue box,"('boxes',)",0,1,1,1,0,0,0,0,0,0
three violins lying on the floor,"('violins', 'floor')",1,0,1,1,0,0,0,0,0,0
three wine bottles,"('bottles',)",0,0,1,0,0,0,0,0,0,0
three yellow balls and two red boxes on a table,"('balls', 'boxes', 'table')",0,1,1,1,0,0,0,0,0,0
Three-quarters front view of a blue 1977 Corvette coming around a curve in a mountain road and looking over a green valley on a cloudy day.,"('view', 'Corvette', 'curve', 'road', 'valley')",1,1,1,1,0,1,0,0,0,0
